t20i_match_no,match_id,match_name,series_id,series_name,match_date,match_format,team1_id,team1_name,team1_captain,team1_runs_scored,team1_wickets_fell,team1_extras_rec,team2_id,team2_name,team2_captain,team2_runs_scored,team2_wickets_fell,team2_extras_rec,match_venue_stadium,match_venue_city,match_venue_country,umpire_1,umpire_2,match_referee,toss_winner,toss_winner_choice,match_winner,match_result_text,mom_player,team1_playing_11,team2_playing_11,debut_players
1282,1279379,Cyprus Vs Estonia 1St T20I,1279374,Estonia in Cyprus  - 2021 (2021/22),2021-10-05,T20,129,Estonia,65249,102.0,8.0,14.0,125,Cyprus,65501,105.0,6.0,16.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,Suleman Saeed,JJ Crowe,Cyprus,bowl,Cyprus,Cyprus won by 4 wickets (with 11 balls remaining),110360.0,"['68363', '69116', '83825', '105027', '103080', '65249', '65243', '65245', '105029', '65250', '105030']","['110361', '110357', '110366', '110358', '110367', '65501', '103279', '110363', '110360', '110356', '110362']","['83825', '83825', '105030', '105030', '110366', '110366', '110357', '110357', '110361', '110361', '69116', '69116', '65250', '65250', '103080', '103080', '65249', '65249', '65501', '65501', '65245', '65245', '65243', '65243', '110367', '110367', '110362', '110362', '110358', '110358', '103279', '103279', '105027', '105027', '110360', '110360', '105029', '105029', '68363', '68363', '110356', '110356', '110363', '110363']"
1283,1279380,Cyprus Vs Estonia 2Nd T20I,1279374,Estonia in Cyprus  - 2021 (2021/22),2021-10-05,T20,129,Estonia,65249,130.0,6.0,7.0,125,Cyprus,65501,131.0,2.0,13.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,TJ Heath,JJ Crowe,Estonia,bat,Cyprus,Cyprus won by 8 wickets (with 35 balls remaining),110361.0,"['83825', '69116', '103080', '68363', '65249', '96875', '78749', '65243', '105028', '105031', '102764']","['110357', '110361', '110358', '110367', '65501', '110362', '110359', '103279', '110364', '110360', '110363']","['78749', '78749', '105031', '105031', '96875', '96875', '110359', '110359', '105028', '105028', '102764', '102764', '110364', '110364']"
1284,1279381,Cyprus Vs Isle Of Man 1St Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-06,T20,125,Cyprus,65501,92.0,10.0,8.0,147,Isle of Man,62991,93.0,2.0,4.0,Happy Valley Ground,Episkopi,Cyprus,TJ Heath,Tom Smith,JJ Crowe,Cyprus,bat,Isle of Man,Isle of Man won by 8 wickets (with 49 balls remaining),103346.0,"['110357', '110361', '110358', '110367', '110364', '110354', '65501', '103279', '110363', '110360', '110362']","['62986', '93959', '94003', '108086', '103343', '103346', '108085', '62991', '103348', '86539', '65962']","['65962', '65962', '86539', '86539', '103343', '103343', '110354', '110354']"
1285,1279382,Estonia Vs Isle Of Man 2Nd Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-06,T20,129,Estonia,65249,118.0,7.0,6.0,147,Isle of Man,62991,122.0,4.0,15.0,Happy Valley Ground,Episkopi,Cyprus,Suleman Saeed,Tom Smith,JJ Crowe,Estonia,bat,Isle of Man,Isle of Man won by 6 wickets (with 26 balls remaining),86539.0,"['83825', '69116', '103080', '105027', '65245', '65249', '65243', '105031', '105030', '105028', '65250']","['62986', '93959', '94003', '108086', '86539', '103343', '94912', '65962', '108085', '103346', '62991']","['94912', '94912']"
1871,1298174,Netherlands Vs South Africa 40Th Match Group 2,1298134,ICC Men's T20 World Cup in Australia - 2022 (2022/23),2022-11-06,T20,15,Netherlands,101548,158.0,4.0,3.0,3,South Africa,58190,145.0,8.0,6.0,Adelaide Oval,Adelaide,Australia,L Rusere,MA Gough,BC Broad,South Africa,bowl,Netherlands,Netherlands won by 13 runs,58464.0,"['49218', '71363', '48736', '58464', '93293', '101548', '47391', '61845', '97878', '56854', '69468']","['58406', '58190', '53649', '70277', '53891', '61634', '50121', '50309', '67296', '63651', '66941']",[]
1286,1280060,United Arab Emirates Vs Ireland 1St T20I,1280055,Ireland in United Arab Emirates  - 2021 (2021/22),2021-10-07,T20,27,U.A.E.,49463,123.0,7.0,5.0,29,Ireland,52628,124.0,3.0,6.0,ICC Academy,Dubai,United Arab Emirates,Akbar Ali,Shiju Sam,WC Labrooy,U.A.E.,bat,Ireland,Ireland won by 7 wickets (with 7 balls remaining),69644.0,"['66416', '108314', '63447', '90291', '106969', '104989', '53033', '49011', '49463', '106351', '58886']","['52631', '47397', '52628', '97447', '69644', '85967', '56811', '85975', '66012', '99307', '91741']","['106351', '106351']"
1287,1279383,Cyprus Vs Isle Of Man 3Rd Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-07,T20,125,Cyprus,65501,149.0,7.0,10.0,147,Isle of Man,62991,151.0,7.0,8.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,TJ Heath,JJ Crowe,Isle of Man,bowl,Isle of Man,Isle of Man won by 3 wickets (with 3 balls remaining),110361.0,"['110367', '110361', '110358', '110354', '110364', '110360', '65501', '110363', '110357', '110356', '103279']","['62986', '93959', '94003', '108086', '86539', '103343', '103346', '65962', '103348', '108085', '62991']",[]
1288,1279384,Cyprus Vs Estonia 4Th Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-07,T20,125,Cyprus,65501,187.0,8.0,11.0,129,Estonia,65249,108.0,10.0,14.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,Suleman Saeed,JJ Crowe,Cyprus,bat,Cyprus,Cyprus won by 79 runs,110356.0,"['110367', '110361', '110358', '110354', '110364', '110360', '110359', '110362', '65501', '110357', '110356']","['83825', '69116', '103080', '105027', '68363', '65249', '78749', '65243', '105030', '105029', '65250']",[]
1289,1280061,United Arab Emirates Vs Ireland 2Nd T20I,1280055,Ireland in United Arab Emirates  - 2021 (2021/22),2021-10-08,T20,27,U.A.E.,49463,163.0,4.0,6.0,29,Ireland,52628,109.0,10.0,9.0,ICC Academy,Dubai,United Arab Emirates,A Louw,Iftikhar Ali,WC Labrooy,Ireland,bowl,U.A.E.,U.A.E. won by 54 runs,95019.0,"['66416', '108314', '104989', '90291', '106969', '49011', '103780', '49463', '58886', '72629', '95019']","['52631', '47397', '52628', '97447', '69644', '56811', '99307', '91741', '66012', '57785', '85975']","['72629', '72629', '95019', '95019']"
1290,1279385,Cyprus Vs Estonia 5Th Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-08,T20,125,Cyprus,65501,160.0,9.0,15.0,129,Estonia,65249,121.0,6.0,3.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,Tom Smith,JJ Crowe,Cyprus,bat,Cyprus,Cyprus won by 39 runs,110354.0,"['110367', '110361', '110358', '110354', '65501', '110360', '110357', '110366', '110365', '110356', '110355']","['83825', '69116', '68363', '103080', '65249', '105027', '65245', '65243', '105028', '65250', '102764']","['110355', '110355', '110365', '110365']"
1291,1280063,Papua New Guinea Vs Scotland Only T20I,1280056,Papua New Guinea v Scotland T20I Match in United Arab Emirates - 2021 (2021/22),2021-10-08,T20,20,P.N.G.,47469,154.0,5.0,8.0,30,Scotland,46048,156.0,2.0,9.0,ICC Academy,Dubai,United Arab Emirates,Akbar Ali,Shiju Sam,WC Labrooy,P.N.G.,bat,Scotland,Scotland won by 8 wickets (with 13 balls remaining),72409.0,"['47469', '52584', '55134', '71459', '60468', '52600', '65887', '71463', '68066', '65889', '100464']","['72409', '46048', '60204', '48469', '49112', '60303', '81813', '59951', '72419', '59616', '76927']","['81813', '81813', '65889', '65889']"
1292,1279386,Estonia Vs Isle Of Man 6Th Match,1279377,"Cyprus T20 Tri-Series Cyprus, Estonia, Isle of Man - 2021 (2021/22)",2021-10-08,T20,129,Estonia,65249,71.0,10.0,4.0,147,Isle of Man,62991,72.0,2.0,7.0,Happy Valley Ground,Episkopi,Cyprus,SJ Ross,Tom Smith,JJ Crowe,Isle of Man,bowl,Isle of Man,Isle of Man won by 8 wickets (with 70 balls remaining),108085.0,"['83825', '69116', '68363', '103080', '105027', '65243', '65249', '78749', '105030', '105031', '65250']","['62986', '93959', '94003', '108086', '103348', '86539', '103343', '65962', '108085', '62991', '103346']",[]
1293,1280058,Namibia Vs Scotland Only T20I,1280051,Namibia v Scotland T20I Match in United Arab Emirates - 2021 (2021/22),2021-10-09,T20,30,Scotland,46048,137.0,8.0,4.0,28,Namibia,65478,138.0,5.0,15.0,ICC Academy,Dubai,United Arab Emirates,Iftikhar Ali,Shiju Sam,WC Labrooy,Namibia,bowl,Namibia,Namibia won by 5 wickets (with 14 balls remaining),53463.0,"['72409', '46048', '60303', '48469', '60202', '77237', '60198', '71959', '60201', '59951', '79841']","['61771', '70085', '53463', '65478', '48777', '67403', '63683', '74479', '53164', '94753', '54563']",[]
1294,1280062,United Arab Emirates Vs Ireland 3Rd T20I,1280055,Ireland in United Arab Emirates  - 2021 (2021/22),2021-10-10,T20,29,Ireland,52628,134.0,5.0,5.0,27,U.A.E.,49463,139.0,3.0,6.0,ICC Academy,Dubai,United Arab Emirates,Akbar Ali,A Louw,WC Labrooy,U.A.E.,bowl,U.A.E.,U.A.E. won by 7 wickets (with 23 balls remaining),108314.0,"['52631', '47397', '97447', '52628', '69644', '56811', '99307', '91741', '85967', '85975', '57785']","['66416', '108314', '104989', '90291', '106969', '53033', '49011', '49463', '58886', '72629', '95019']",[]
1295,1280059,Namibia Vs Papua New Guinea Only T20I,1280053,Namibia v Papua New Guinea T20I Match in United Arab Emirates - 2021 (2021/22),2021-10-10,T20,28,Namibia,65478,174.0,6.0,7.0,20,P.N.G.,47469,160.0,6.0,12.0,ICC Academy,Dubai,United Arab Emirates,Aasif Iqbal,Iftikhar Ali,WC Labrooy,P.N.G.,bowl,Namibia,Namibia won by 14 runs,63116.0,"['61771', '70085', '53463', '65478', '48777', '67403', '53164', '63683', '95279', '54563', '80905']","['47469', '52584', '55134', '60468', '65887', '100464', '71459', '52600', '71463', '101285', '68066']","['80905', '80905']"
1296,1282738,Germany Vs Jersey 1St Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-15,T20,4083,Jersey,60200,137.0,7.0,6.0,35,Germany,97542,133.0,5.0,14.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,HE Kearns,G McCrea,Germany,bowl,Jersey,Jersey won by 4 runs,95161.0,"['95161', '45547', '99288', '66026', '106006', '99277', '99285', '63159', '71963', '66030', '60200']","['105370', '103340', '57153', '66720', '69919', '62998', '56356', '107639', '109683', '97542', '105325']","['106006', '106006', '66720', '99288', '99288']"
1297,1282739,Denmark Vs Italy 2Nd Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-15,T20,13,Denmark,11960,100.0,9.0,9.0,31,Italy,45359,101.0,4.0,1.0,Desert Springs Cricket Ground,Almeria,Spain,HE Kearns,N Bathi,G McCrea,Denmark,bat,Italy,Italy won by 6 wickets (with 13 balls remaining),79855.0,"['71955', '93395', '102920', '11960', '102923', '102186', '109758', '10054', '105677', '110443', '52604']","['91759', '62809', '79855', '91743', '95156', '45359', '71921', '46924', '97381', '103313', '110445']","['110445', '110445', '45359', '97381', '91743', '71921', '91759', '110443', '110443', '93395', '93395']"
1298,1283021,Rwanda Vs Ghana 1St Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-16,T20,191,Rwanda,102720,153.0,9.0,9.0,135,Ghana,58544,157.0,5.0,15.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Thorburn,PM Makumbi,SA Fritz,Ghana,bowl,Ghana,Ghana won by 5 wickets (with 0 balls remaining),65362.0,"['56713', '102721', '102722', '79815', '56719', '103212', '102726', '102720', '109780', '102727', '109781']","['53196', '109779', '98599', '58544', '65362', '53195', '109784', '68493', '98600', '53239', '98601']","['98600', '98600', '79815']"
1299,1283022,Lesotho Vs Swaziland 2Nd Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-16,T20,4253,Swaziland,65340,194.0,4.0,11.0,159,Lesotho,56698,140.0,10.0,31.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,C Schumacher,SA Fritz,Swaziland,bat,Swaziland,Swaziland won by 54 runs,110412.0,"['103964', '110412', '65340', '110406', '56754', '103968', '110407', '68536', '110410', '103963', '103966']","['103935', '103936', '103941', '110418', '56698', '103938', '110413', '110417', '103934', '110414', '103201']","['103935', '103935', '103936', '103936', '103964', '103964', '103966', '103966', '56754', '56754', '110406', '110406', '68536', '68536', '110414', '110414', '103941', '103941', '103963', '103963', '110417', '110417', '103934', '103934', '110412', '110412', '65340', '65340', '110413', '110413', '56698', '56698', '103938', '103938', '103968', '103968', '110410', '110410', '103201', '103201', '110407', '110407', '110418', '110418']"
1300,1282740,Denmark Vs Germany 3Rd Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-16,T20,13,Denmark,11960,110.0,6.0,8.0,35,Germany,97542,112.0,4.0,12.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,N Bathi,G McCrea,Denmark,bat,Germany,Germany won by 6 wickets (with 10 balls remaining),66720.0,"['71955', '93395', '102920', '102923', '11960', '109758', '102186', '105677', '10054', '110443', '52604']","['103340', '57153', '66720', '69919', '62998', '56356', '107639', '109683', '97542', '105325', '110447']","['110447', '110447']"
1301,1283023,Ghana Vs Seychelles 3Rd Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-16,T20,194,Seychelles,68500,95.0,10.0,4.0,135,Ghana,58544,96.0,1.0,1.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,IO Oyieko,IR Olivier,SA Fritz,Seychelles,bat,Ghana,Ghana won by 9 wickets (with 59 balls remaining),53239.0,"['110436', '110428', '110435', '110432', '110425', '110427', '110434', '68508', '110430', '110433', '68500']","['109779', '53196', '53195', '58544', '98599', '109784', '65362', '98608', '53239', '98601', '98600']","['110425', '110425', '68500', '68500', '110427', '110427', '110428', '110428', '110430', '110430', '110432', '110432', '110434', '110434', '110433', '110433', '110435', '110435', '110436', '110436', '68508', '68508']"
1302,1283024,Malawi Vs Uganda 4Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-16,T20,169,Malawi,103952,98.0,7.0,11.0,34,Uganda,53187,101.0,0.0,8.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,C Phiri,D Odhiambo,SA Fritz,Malawi,bat,Uganda,Uganda won by 10 wickets (with 54 balls remaining),66273.0,"['65386', '103947', '103953', '103952', '65380', '103946', '103996', '106792', '103949', '110422', '110420']","['107540', '66273', '102780', '75965', '101619', '5454', '98580', '86027', '102781', '53187', '60487']","['106792', '106792', '110422', '110422', '110420', '110420']"
1303,1282741,Italy Vs Jersey 4Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-16,T20,4083,Jersey,60200,139.0,5.0,8.0,31,Italy,45359,98.0,10.0,12.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,HE Kearns,G McCrea,Jersey,bat,Jersey,Jersey won by 41 runs,99277.0,"['95161', '45547', '99288', '66026', '106006', '99277', '99285', '63159', '71963', '63160', '60200']","['91759', '62809', '79855', '91743', '45359', '97381', '95156', '71921', '46924', '103313', '110445']",[]
1304,1283025,Lesotho Vs Seychelles 5Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-17,T20,159,Lesotho,56698,131.0,8.0,11.0,194,Seychelles,68500,132.0,4.0,10.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Schumacher,PM Makumbi,SA Fritz,Seychelles,bowl,Seychelles,Seychelles won by 6 wickets (with 22 balls remaining),110428.0,"['103936', '110413', '103941', '56698', '103938', '110418', '103935', '110417', '103937', '103201', '103934']","['110436', '110428', '110435', '110427', '110425', '110432', '110434', '110430', '68508', '110433', '68500']","['103937', '103937']"
1305,1283026,Malawi Vs Swaziland 6Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-17,T20,4253,Swaziland,65340,97.0,10.0,5.0,169,Malawi,103952,99.0,2.0,11.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,C Thorburn,SA Fritz,Malawi,bowl,Malawi,Malawi won by 8 wickets (with 44 balls remaining),103952.0,"['103964', '110412', '65340', '110406', '110407', '56754', '103968', '68536', '103963', '110410', '103966']","['65386', '103947', '103953', '103952', '103949', '110422', '106792', '103996', '103946', '110423', '65380']","['110423', '110423']"
1306,1282742,Denmark Vs Jersey 5Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-17,T20,4083,Jersey,60200,94.0,10.0,3.0,13,Denmark,11960,89.0,9.0,1.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,N Bathi,G McCrea,Denmark,bowl,Jersey,Jersey won by 5 runs,60200.0,"['95161', '45547', '99288', '66026', '106006', '99277', '99285', '63159', '71963', '60200', '99279']","['93395', '105677', '11960', '60182', '102920', '71955', '102186', '10054', '109758', '102923', '52604']","['99279', '99279']"
1307,1273712,Oman Vs Papua New Guinea 1St Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-17,T20,20,P.N.G.,47469,129.0,9.0,7.0,37,Oman,68465,131.0,0.0,8.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,CB Gaffaney,HDPK Dharmasena,RS Madugalle,Oman,bowl,Oman,Oman won by 10 wickets (with 38 balls remaining),68465.0,"['52584', '61866', '47469', '55134', '60468', '65887', '100464', '71459', '101285', '65889', '71463']","['87469', '53016', '68463', '68465', '110059', '96346', '45702', '88971', '104599', '96344', '87127']","['88971', '110059', '110059']"
1308,1283027,Ghana Vs Lesotho 7Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-17,T20,135,Ghana,58544,239.0,5.0,15.0,159,Lesotho,56698,123.0,10.0,6.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,D Odhiambo,IR Olivier,SA Fritz,Ghana,bat,Ghana,Ghana won by 116 runs,98599.0,"['109779', '53196', '98599', '58544', '53195', '109784', '98601', '65362', '103129', '98608', '53239']","['103936', '103941', '110413', '56698', '110418', '103935', '103938', '110414', '103937', '103934', '110416']","['103129', '103129', '110416', '110416']"
1309,1283028,Rwanda Vs Uganda 8Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-17,T20,34,Uganda,53187,169.0,4.0,9.0,191,Rwanda,102720,63.0,10.0,12.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,C Phiri,IO Oyieko,SA Fritz,Uganda,bat,Uganda,Uganda won by 106 runs,63116.0,"['107540', '66273', '102780', '101619', '75965', '86027', '53187', '98580', '5454', '102781', '60487']","['102721', '102730', '102722', '79815', '56719', '102720', '102727', '103212', '109780', '102726', '109781']",[]
1310,1282743,Germany Vs Italy 6Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-17,T20,31,Italy,45359,103.0,5.0,8.0,35,Germany,97542,104.0,6.0,10.0,Desert Springs Cricket Ground,Almeria,Spain,HE Kearns,N Bathi,G McCrea,Italy,bat,Germany,Germany won by 4 wickets (with 8 balls remaining),69919.0,"['91759', '97381', '95156', '79855', '45359', '110446', '62809', '46924', '71921', '103313', '91743']","['103340', '57153', '66720', '62998', '69919', '97542', '56356', '105325', '107639', '109683', '105323']","['110446', '110446']"
1311,1273713,Bangladesh Vs Scotland 2Nd Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-17,T20,30,Scotland,46048,140.0,9.0,9.0,25,Bangladesh,47352,134.0,7.0,5.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,Ahsan Raza,RA Kettleborough,RS Madugalle,Bangladesh,bowl,Scotland,Scotland won by 6 runs,81813.0,"['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '59951', '60201', '79841']","['66691', '61619', '48277', '47986', '47352', '87075', '60030', '80875', '70884', '66808', '54674']",[]
1312,1273714,Ireland Vs Netherlands 3Rd Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-18,T20,15,Netherlands,48503,106.0,10.0,5.0,29,Ireland,52628,107.0,3.0,9.0,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates,M Erasmus,RJ Tucker,DC Boon,Netherlands,bat,Ireland,Ireland won by 7 wickets (with 29 balls remaining),69644.0,"['71363', '63105', '93293', '58464', '45358', '101548', '47391', '48503', '61845', '97878', '69468']","['52631', '47397', '52628', '97447', '69644', '89741', '99307', '91741', '66012', '85975', '85967']",[]
1313,1273715,Namibia Vs Sri Lanka 4Th Match First Round Group A,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-18,T20,28,Namibia,65478,96.0,10.0,7.0,8,Sri Lanka,61690,100.0,3.0,7.0,Zayed Cricket Stadium,Abu Dhabi,United Arab Emirates,AT Holdstock,PR Reiffel,DC Boon,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 7 wickets (with 39 balls remaining),101991.0,"['61771', '70085', '53463', '65478', '48777', '67403', '63683', '95708', '74479', '53164', '54563']","['93033', '52373', '52371', '78231', '56511', '61690', '70580', '78239', '67342', '101991', '78235']",[]
1314,1283029,Ghana Vs Malawi 9Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-19,T20,169,Malawi,103952,95.0,8.0,6.0,135,Ghana,58544,96.0,3.0,5.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,D Odhiambo,PM Makumbi,SA Fritz,Ghana,bowl,Ghana,Ghana won by 7 wickets (with 48 balls remaining),98608.0,"['65386', '103947', '103953', '103952', '65380', '103946', '103996', '106792', '103949', '110423', '110422']","['103129', '53196', '98599', '109784', '98608', '53195', '58544', '53239', '98601', '68493', '65362']",[]
1315,1283030,Lesotho Vs Uganda 10Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-19,T20,159,Lesotho,56698,26.0,10.0,1.0,34,Uganda,53187,27.0,0.0,3.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,C Phiri,SA Fritz,Lesotho,bat,Uganda,Uganda won by 10 wickets (with 98 balls remaining),75965.0,"['110418', '103941', '103938', '103936', '56698', '110413', '110417', '103935', '103937', '103201', '103934']","['107540', '66273', '86017', '101619', '75965', '86027', '53187', '98580', '5454', '98578', '60487']","['98578', '98578']"
1316,1282744,Denmark Vs Italy 7Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-19,T20,31,Italy,45359,141.0,4.0,12.0,13,Denmark,10054,132.0,9.0,6.0,Desert Springs Cricket Ground,Almeria,Spain,DA Haggo,HE Kearns,G McCrea,Denmark,bowl,Italy,Italy won by 9 runs,97381.0,"['79855', '97381', '95156', '45359', '110446', '91759', '62809', '46924', '71921', '103313', '91743']","['102920', '102186', '71955', '93395', '60182', '109758', '10054', '105677', '102923', '102926', '52604']","['102926', '102926']"
1317,1283089,Nigeria Vs Sierra Leone 1St T20I,1283087,Sierra Leone in Nigeria  - 2021 (2021/22),2021-10-19,T20,173,Nigeria,70902,99.0,10.0,6.0,196,Sierra Leone,56697,100.0,4.0,11.0,University of Lagos Cricket Oval,Lagos,Nigeria,E King,G Christian,JJ Crowe,Sierra Leone,bowl,Sierra Leone,Sierra Leone won by 6 wickets (with 0 balls remaining),71199.0,"['70902', '110480', '103521', '71163', '103144', '71165', '102143', '103139', '103143', '110023', '100854']","['110478', '96945', '103154', '56697', '56680', '103156', '71202', '110479', '65388', '71199', '68483']","['65388', '65388', '56680', '56680', '110478', '110478', '110480', '110480', '103156', '103156', '110479', '110479', '96945', '96945', '56697', '56697', '71199', '71199', '103154', '103154', '103144', '103144', '68483', '68483', '71202', '71202']"
1318,1273716,Papua New Guinea Vs Scotland 5Th Match First Round Group B,1267897,ICC Men's T20 World Cup in Oman/United Arab Emirates - 2021 (2021/22),2021-10-19,T20,30,Scotland,46048,165.0,9.0,8.0,20,P.N.G.,47469,148.0,10.0,4.0,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),Al Amarat,Oman,HDPK Dharmasena,RA Kettleborough,RS Madugalle,Scotland,bat,Scotland,Scotland won by 17 runs,48469.0,"['72409', '46048', '60303', '48469', '49112', '60198', '81813', '71959', '59951', '59616', '79841']","['52584', '61866', '47469', '55134', '60468', '100464', '65887', '71459', '68066', '71463', '65889']",[]
1319,1283031,Rwanda Vs Seychelles 11Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-19,T20,191,Rwanda,102720,196.0,4.0,9.0,194,Seychelles,68500,23.0,5.0,3.0,Gahanga International Cricket Stadium. Rwanda,Kigali City,Rwanda,C Schumacher,IO Oyieko,SA Fritz,Rwanda,bat,Rwanda,Rwanda won by 78 runs (DLS method),102721.0,"['102721', '103210', '102722', '79815', '56719', '102730', '102729', '109780', '102720', '109781', '103212']","['110436', '110428', '110435', '110427', '110432', '110425', '110434', '110430', '68508', '110433', '68500']",[]
1320,1283032,Swaziland Vs Uganda 12Th Match Group A,1282997,ICC Men's T20 World Cup Sub Regional Africa A in Rwanda - 2021 (2021/22),2021-10-19,T20,4253,Swaziland,65340,72.0,10.0,18.0,34,Uganda,53187,76.0,4.0,18.0,Integrated Polytechnic Regional Centre,Kigali City,Rwanda,A Paleker,IR Olivier,SA Fritz,Swaziland,bat,Uganda,Uganda won by 6 wickets (with 47 balls remaining),5454.0,"['103964', '110412', '65340', '110406', '110407', '56754', '103968', '110411', '103963', '110410', '103966']","['107540', '66273', '86017', '53187', '101619', '75965', '98580', '5454', '102781', '98582', '60487']","['110411', '110411']"
1321,1282745,Germany Vs Jersey 8Th Match,1282731,"ICC Men's T20 World Cup Europe Region Qualifier Denmark, Germany, Italy, Jersey in Spain - 2021 (2021/22)",2021-10-19,T20,35,Germany,97542,85.0,10.0,6.0,4083,Jersey,60200,86.0,6.0,6.0,Desert Springs Cricket Ground,Almeria,Spain,HE Kearns,N Bathi,G McCrea,Germany,bat,Jersey,Jersey won by 4 wickets (with 17 balls remaining),99277.0,"['103340', '57153', '66720', '62998', '69919', '56356', '105325', '97542', '105323', '109683', '107639']","['95161', '45547', '99288', '66026', '110208', '99277', '99285', '63159', '71963', '60200', '66030']","['110208', '110208']"
